date,store_id,item_id,ingredient_name,waste_type,waste_qty,waste_value
2024-02-25,MIL-10,PES-01,Pesce branzino (kg),Deteriorato,1.40,33.60
2024-02-25,MIL-10,MOZZ-01,Mozzarella (kg),Sfrido,0.89,7.57
2024-02-25,MIL-10,FAR-01,Farina tipo 00 (kg),Sovraproduzione,0.61,0.49
2024-02-26,MIL-01,PRO-01,Prosciutto crudo (kg),Sfrido,1.72,37.84
2024-02-26,MIL-01,PES-01,Pesce branzino (kg),Sovraproduzione,0.21,5.04
2024-02-26,MIL-01,FUN-01,Funghi porcini (kg),Deteriorato,1.52,42.56
2024-02-26,MIL-01,PES-01,Pesce branzino (kg),Sfrido,2.06,49.44
2024-02-26,MIL-02,SAL-01,Salame piccante (kg),Deteriorato,0.31,5.58
2024-02-26,MIL-02,MOZZ-01,Mozzarella (kg),Sovraproduzione,1.03,8.76
2024-02-26,MIL-02,TOM-01,Pomodoro San Marzano (kg),Scaduto,2.10,6.72
2024-02-26,MIL-03,PES-01,Pesce branzino (kg),Errore Comanda,0.66,15.84
2024-02-26,MIL-04,OLI-01,Olio EVO (lt),Scaduto,0.48,5.76
2024-02-26,MIL-05,VER-01,Verdure miste (kg),Scaduto,2.09,7.31
2024-02-26,MIL-06,PRO-01,Prosciutto crudo (kg),Sfrido,0.92,20.24
2024-02-26,MIL-07,PRO-01,Prosciutto crudo (kg),Sfrido,1.39,30.58
2024-02-26,MIL-08,SAL-01,Salame piccante (kg),Deteriorato,1.30,23.40
2024-02-26,MIL-08,OLI-01,Olio EVO (lt),Scaduto,1.06,12.72
2024-02-26,MIL-08,PRO-01,Prosciutto crudo (kg),Sovraproduzione,0.72,15.84
2024-02-26,MIL-08,FAR-01,Farina tipo 00 (kg),Sovraproduzione,0.38,0.30
2024-02-26,MIL-09,OLI-01,Olio EVO (lt),Scaduto,0.56,6.72
2024-02-26,MIL-09,VER-01,Verdure miste (kg),Deteriorato,1.02,3.57
2024-02-26,MIL-09,MOZZ-01,Mozzarella (kg),Errore Comanda,1.45,12.32
2024-02-26,MIL-10,FAR-01,Farina tipo 00 (kg),Sfrido,0.19,0.15
2024-02-26,MIL-10,CAR-01,Carne manzo (kg),Sfrido,0.81,14.99
2024-02-26,MIL-10,TOM-01,Pomodoro San Marzano (kg),Deteriorato,1.12,3.58
2024-02-26,MIL-10,FUN-01,Funghi porcini (kg),Deteriorato,1.83,51.24
2024-02-27,MIL-01,OLI-01,Olio EVO (lt),Sfrido,1.58,18.96
2024-02-27,MIL-01,VER-01,Verdure miste (kg),Sovraproduzione,0.25,0.88
2024-02-27,MIL-02,VER-01,Verdure miste (kg),Sfrido,0.88,3.08
2024-02-27,MIL-02,OLI-01,Olio EVO (lt),Errore Comanda,0.20,2.40
2024-02-27,MIL-02,PRO-01,Prosciutto crudo (kg),Errore Comanda,1.14,25.08
2024-02-27,MIL-02,SAL-01,Salame piccante (kg),Errore Comanda,1.99,35.82
2024-02-27,MIL-03,TOM-01,Pomodoro San Marzano (kg),Scaduto,1.14,3.65
2024-02-27,MIL-03,TOM-01,Pomodoro San Marzano (kg),Scaduto,1.08,3.46
2024-02-27,MIL-04,CAR-01,Carne manzo (kg),Deteriorato,1.63,30.15
2024-02-27,MIL-04,FAR-01,Farina tipo 00 (kg),Sovraproduzione,1.03,0.82
2024-02-27,MIL-05,CAR-01,Carne manzo (kg),Deteriorato,1.96,36.26
2024-02-27,MIL-05,TOM-01,Pomodoro San Marzano (kg),Errore Comanda,1.61,5.15
2024-02-27,MIL-05,MOZZ-01,Mozzarella (kg),Scaduto,1.66,14.11
2024-02-27,MIL-06,MOZZ-01,Mozzarella (kg),Sfrido,1.30,11.05
2024-02-27,MIL-07,PES-01,Pesce branzino (kg),Deteriorato,1.51,36.24
2024-02-27,MIL-07,FAR-01,Farina tipo 00 (kg),Deteriorato,0.22,0.18
2024-02-27,MIL-08,PRO-01,Prosciutto crudo (kg),Errore Comanda,0.99,21.78
2024-02-27,MIL-09,CAR-01,Carne manzo (kg),Sfrido,1.50,27.75
2024-02-27,MIL-09,FUN-01,Funghi porcini (kg),Scaduto,0.35,9.80
2024-02-27,MIL-10,VER-01,Verdure miste (kg),Deteriorato,1.33,4.66
2024-02-27,MIL-10,CAR-01,Carne manzo (kg),Scaduto,0.30,5.55
2024-02-28,MIL-01,OLI-01,Olio EVO (lt),Scaduto,1.03,12.36
2024-02-28,MIL-01,PES-01,Pesce branzino (kg),Sovraproduzione,0.75,18.00
2024-02-28,MIL-01,VER-01,Verdure miste (kg),Deteriorato,2.10,7.35
2024-02-28,MIL-02,VER-01,Verdure miste (kg),Sfrido,0.81,2.83
2024-02-28,MIL-02,FAR-01,Farina tipo 00 (kg),Sfrido,1.26,1.01
2024-02-28,MIL-02,VER-01,Verdure miste (kg),Sovraproduzione,1.38,4.83
2024-02-28,MIL-03,PES-01,Pesce branzino (kg),Deteriorato,1.22,29.28
2024-02-28,MIL-03,FAR-01,Farina tipo 00 (kg),Sfrido,1.35,1.08
2024-02-28,MIL-03,SAL-01,Salame piccante (kg),Sfrido,1.66,29.88
2024-02-28,MIL-03,PES-01,Pesce branzino (kg),Scaduto,1.28,30.72
2024-02-28,MIL-04,OLI-01,Olio EVO (lt),Errore Comanda,1.82,21.84
2024-02-28,MIL-04,FAR-01,Farina tipo 00 (kg),Sovraproduzione,1.35,1.08
2024-02-28,MIL-04,OLI-01,Olio EVO (lt),Errore Comanda,1.73,20.76
2024-02-28,MIL-04,VER-01,Verdure miste (kg),Sfrido,1.65,5.77
2024-02-28,MIL-05,CAR-01,Carne manzo (kg),Sovraproduzione,0.47,8.70
2024-02-28,MIL-05,PRO-01,Prosciutto crudo (kg),Deteriorato,0.50,11.00
2024-02-28,MIL-05,FAR-01,Farina tipo 00 (kg),Errore Comanda,0.33,0.26
2024-02-28,MIL-06,TOM-01,Pomodoro San Marzano (kg),Scaduto,0.63,2.02
2024-02-28,MIL-07,CAR-01,Carne manzo (kg),Scaduto,1.57,29.05
2024-02-28,MIL-07,FUN-01,Funghi porcini (kg),Sfrido,1.68,47.04
2024-02-28,MIL-07,FAR-01,Farina tipo 00 (kg),Sovraproduzione,1.45,1.16
2024-02-28,MIL-08,TOM-01,Pomodoro San Marzano (kg),Errore Comanda,1.66,5.31
2024-02-28,MIL-08,FAR-01,Farina tipo 00 (kg),Scaduto,1.57,1.26
2024-02-28,MIL-08,CAR-01,Carne manzo (kg),Errore Comanda,1.87,34.59
2024-02-28,MIL-09,FAR-01,Farina tipo 00 (kg),Errore Comanda,1.00,0.80
2024-02-28,MIL-09,TOM-01,Pomodoro San Marzano (kg),Sfrido,0.11,0.35
2024-02-28,MIL-09,PES-01,Pesce branzino (kg),Deteriorato,0.45,10.80
2024-02-28,MIL-09,CAR-01,Carne manzo (kg),Sovraproduzione,1.92,35.52
2024-02-28,MIL-10,MOZZ-01,Mozzarella (kg),Errore Comanda,1.85,15.73
2024-02-29,MIL-01,CAR-01,Carne manzo (kg),Sovraproduzione,0.22,4.07
2024-02-29,MIL-02,TOM-01,Pomodoro San Marzano (kg),Errore Comanda,0.27,0.86
2024-02-29,MIL-03,PES-01,Pesce branzino (kg),Sfrido,1.01,24.24
2024-02-29,MIL-03,FAR-01,Farina tipo 00 (kg),Deteriorato,0.71,0.57
2024-02-29,MIL-04,SAL-01,Salame piccante (kg),Deteriorato,1.83,32.94
2024-02-29,MIL-04,FUN-01,Funghi porcini (kg),Sovraproduzione,1.34,37.52
2024-02-29,MIL-04,PES-01,Pesce branzino (kg),Scaduto,0.26,6.24
2024-02-29,MIL-05,MOZZ-01,Mozzarella (kg),Errore Comanda,0.37,3.15
2024-02-29,MIL-05,PRO-01,Prosciutto crudo (kg),Sovraproduzione,1.52,33.44
2024-02-29,MIL-06,SAL-01,Salame piccante (kg),Sovraproduzione,2.10,37.80
2024-02-29,MIL-07,SAL-01,Salame piccante (kg),Deteriorato,1.10,19.80
2024-02-29,MIL-08,MOZZ-01,Mozzarella (kg),Sovraproduzione,0.13,1.10
2024-02-29,MIL-08,FUN-01,Funghi porcini (kg),Errore Comanda,0.11,3.08
2024-02-29,MIL-08,MOZZ-01,Mozzarella (kg),Scaduto,0.94,7.99
2024-02-29,MIL-09,OLI-01,Olio EVO (lt),Errore Comanda,1.61,19.32
2024-02-29,MIL-09,SAL-01,Salame piccante (kg),Errore Comanda,0.82,14.76
2024-02-29,MIL-09,FAR-01,Farina tipo 00 (kg),Sovraproduzione,0.64,0.51
2024-02-29,MIL-10,PRO-01,Prosciutto crudo (kg),Sovraproduzione,1.49,32.78
2024-02-29,MIL-10,TOM-01,Pomodoro San Marzano (kg),Deteriorato,0.73,2.34
2024-03-01,MIL-01,CAR-01,Carne manzo (kg),Sfrido,0.44,8.14
2024-03-01,MIL-02,TOM-01,Pomodoro San Marzano (kg),Sfrido,1.06,3.39
2024-03-01,MIL-02,OLI-01,Olio EVO (lt),Errore Comanda,0.52,6.24
2024-03-01,MIL-02,PRO-01,Prosciutto crudo (kg),Errore Comanda,1.33,29.26
2024-03-01,MIL-02,SAL-01,Salame piccante (kg),Deteriorato,0.45,8.10
2024-03-01,MIL-03,TOM-01,Pomodoro San Marzano (kg),Deteriorato,0.66,2.11
2024-03-01,MIL-03,MOZZ-01,Mozzarella (kg),Sfrido,1.76,14.96
2024-03-01,MIL-03,FUN-01,Funghi porcini (kg),Deteriorato,1.89,52.92
2024-03-01,MIL-03,FUN-01,Funghi porcini (kg),Scaduto,0.90,25.20
2024-03-01,MIL-04,SAL-01,Salame piccante (kg),Sfrido,0.68,12.24
2024-03-01,MIL-04,CAR-01,Carne manzo (kg),Sfrido,1.99,36.81
2024-03-01,MIL-05,FAR-01,Farina tipo 00 (kg),Scaduto,1.46,1.17
2024-03-01,MIL-06,SAL-01,Salame piccante (kg),Errore Comanda,1.17,21.06
2024-03-01,MIL-07,MOZZ-01,Mozzarella (kg),Sfrido,1.51,12.84
2024-03-01,MIL-07,PRO-01,Prosciutto crudo (kg),Deteriorato,1.14,25.08
2024-03-01,MIL-08,PRO-01,Prosciutto crudo (kg),Sfrido,0.31,6.82
2024-03-01,MIL-08,OLI-01,Olio EVO (lt),Errore Comanda,0.50,6.00
2024-03-01,MIL-09,PRO-01,Prosciutto crudo (kg),Sovraproduzione,0.68,14.96
2024-03-01,MIL-09,TOM-01,Pomodoro San Marzano (kg),Sfrido,1.98,6.34
2024-03-01,MIL-09,MOZZ-01,Mozzarella (kg),Scaduto,0.74,6.29
2024-03-01,MIL-09,FAR-01,Farina tipo 00 (kg),Errore Comanda,0.69,0.55
2024-03-01,MIL-10,TOM-01,Pomodoro San Marzano (kg),Errore Comanda,1.04,3.33
2024-03-02,MIL-01,VER-01,Verdure miste (kg),Sfrido,2.09,7.31
2024-03-02,MIL-02,PES-01,Pesce branzino (kg),Errore Comanda,0.83,19.92
2024-03-02,MIL-02,TOM-01,Pomodoro San Marzano (kg),Sfrido,0.24,0.77
2024-03-02,MIL-02,TOM-01,Pomodoro San Marzano (kg),Deteriorato,1.97,6.30
2024-03-02,MIL-03,FAR-01,Farina tipo 00 (kg),Sfrido,1.99,1.59
2024-03-02,MIL-03,FUN-01,Funghi porcini (kg),Scaduto,0.62,17.36
2024-03-02,MIL-04,FUN-01,Funghi porcini (kg),Deteriorato,1.75,49.00
2024-03-02,MIL-05,FAR-01,Farina tipo 00 (kg),Sfrido,0.38,0.30
2024-03-02,MIL-05,MOZZ-01,Mozzarella (kg),Scaduto,1.92,16.32
2024-03-02,MIL-05,MOZZ-01,Mozzarella (kg),Deteriorato,0.46,3.91
2024-03-02,MIL-06,MOZZ-01,Mozzarella (kg),Errore Comanda,0.60,5.10
2024-03-02,MIL-06,MOZZ-01,Mozzarella (kg),Deteriorato,0.88,7.48
2024-03-02,MIL-07,SAL-01,Salame piccante (kg),Scaduto,1.07,19.26
2024-03-02,MIL-07,FAR-01,Farina tipo 00 (kg),Sfrido,0.72,0.58
2024-03-02,MIL-07,CAR-01,Carne manzo (kg),Deteriorato,1.18,21.83
2024-03-02,MIL-08,SAL-01,Salame piccante (kg),Sfrido,1.90,34.20
2024-03-02,MIL-09,FUN-01,Funghi porcini (kg),Errore Comanda,0.62,17.36
2024-03-02,MIL-10,OLI-01,Olio EVO (lt),Sovraproduzione,1.08,12.96
2024-03-02,MIL-10,SAL-01,Salame piccante (kg),Errore Comanda,1.54,27.72
2024-03-03,MIL-01,OLI-01,Olio EVO (lt),Errore Comanda,0.71,8.52
2024-03-03,MIL-01,MOZZ-01,Mozzarella (kg),Sfrido,0.64,5.44
2024-03-03,MIL-01,OLI-01,Olio EVO (lt),Sovraproduzione,0.17,2.04
2024-03-03,MIL-02,OLI-01,Olio EVO (lt),Sfrido,1.26,15.12
2024-03-03,MIL-02,FAR-01,Farina tipo 00 (kg),Sfrido,1.36,1.09
2024-03-03,MIL-03,OLI-01,Olio EVO (lt),Deteriorato,1.92,23.04
2024-03-03,MIL-03,VER-01,Verdure miste (kg),Sovraproduzione,1.12,3.92
2024-03-03,MIL-04,OLI-01,Olio EVO (lt),Deteriorato,0.95,11.40
2024-03-03,MIL-04,MOZZ-01,Mozzarella (kg),Scaduto,0.14,1.19
2024-03-03,MIL-04,TOM-01,Pomodoro San Marzano (kg),Scaduto,1.89,6.05
2024-03-03,MIL-05,PES-01,Pesce branzino (kg),Sfrido,1.19,28.56
2024-03-03,MIL-06,CAR-01,Carne manzo (kg),Sovraproduzione,1.86,34.41
2024-03-03,MIL-07,CAR-01,Carne manzo (kg),Deteriorato,1.66,30.71
2024-03-03,MIL-08,TOM-01,Pomodoro San Marzano (kg),Deteriorato,1.48,4.74
2024-03-03,MIL-09,MOZZ-01,Mozzarella (kg),Scaduto,0.47,3.99
2024-03-03,MIL-10,CAR-01,Carne manzo (kg),Errore Comanda,1.35,24.98
2024-03-03,MIL-10,FUN-01,Funghi porcini (kg),Errore Comanda,0.82,22.96
2024-03-04,MIL-01,FUN-01,Funghi porcini (kg),Deteriorato,1.36,38.08
2024-03-04,MIL-01,SAL-01,Salame piccante (kg),Scaduto,0.68,12.24
2024-03-04,MIL-02,PRO-01,Prosciutto crudo (kg),Scaduto,0.66,14.52
2024-03-04,MIL-02,TOM-01,Pomodoro San Marzano (kg),Deteriorato,1.07,3.42
2024-03-04,MIL-02,SAL-01,Salame piccante (kg),Errore Comanda,2.04,36.72
2024-03-04,MIL-03,SAL-01,Salame piccante (kg),Errore Comanda,2.09,37.62
2024-03-04,MIL-03,PRO-01,Prosciutto crudo (kg),Sfrido,1.90,41.80
2024-03-04,MIL-04,MOZZ-01,Mozzarella (kg),Sovraproduzione,0.82,6.97
2024-03-04,MIL-04,PRO-01,Prosciutto crudo (kg),Sfrido,0.68,14.96
2024-03-04,MIL-05,OLI-01,Olio EVO (lt),Scaduto,0.17,2.04
2024-03-04,MIL-06,VER-01,Verdure miste (kg),Deteriorato,0.23,0.81
2024-03-04,MIL-06,MOZZ-01,Mozzarella (kg),Deteriorato,1.03,8.76
2024-03-04,MIL-06,MOZZ-01,Mozzarella (kg),Deteriorato,1.62,13.77
2024-03-04,MIL-07,PRO-01,Prosciutto crudo (kg),Sfrido,1.30,28.60
2024-03-04,MIL-07,CAR-01,Carne manzo (kg),Sfrido,1.95,36.07
2024-03-04,MIL-07,TOM-01,Pomodoro San Marzano (kg),Sfrido,1.98,6.34
2024-03-04,MIL-08,MOZZ-01,Mozzarella (kg),Scaduto,1.40,11.90
2024-03-04,MIL-09,PES-01,Pesce branzino (kg),Scaduto,1.60,38.40
2024-03-04,MIL-09,TOM-01,Pomodoro San Marzano (kg),Deteriorato,1.91,6.11
2024-03-04,MIL-09,OLI-01,Olio EVO (lt),Sfrido,0.52,6.24
2024-03-04,MIL-09,FAR-01,Farina tipo 00 (kg),Errore Comanda,2.05,1.64
2024-03-04,MIL-10,VER-01,Verdure miste (kg),Deteriorato,0.34,1.19
2024-03-04,MIL-10,MOZZ-01,Mozzarella (kg),Sfrido,1.03,8.76
2024-03-04,MIL-10,OLI-01,Olio EVO (lt),Sovraproduzione,0.52,6.24
2024-03-04,MIL-10,OLI-01,Olio EVO (lt),Deteriorato,1.22,14.64
2024-03-05,MIL-01,TOM-01,Pomodoro San Marzano (kg),Scaduto,0.85,2.72
2024-03-05,MIL-02,OLI-01,Olio EVO (lt),Sfrido,0.70,8.40
2024-03-05,MIL-02,PES-01,Pesce branzino (kg),Sovraproduzione,1.28,30.72
2024-03-05,MIL-03,VER-01,Verdure miste (kg),Sovraproduzione,1.85,6.48
2024-03-05,MIL-03,FUN-01,Funghi porcini (kg),Deteriorato,1.45,40.60
2024-03-05,MIL-04,FAR-01,Farina tipo 00 (kg),Deteriorato,1.24,0.99
2024-03-05,MIL-04,VER-01,Verdure miste (kg),Sovraproduzione,0.38,1.33
2024-03-05,MIL-05,CAR-01,Carne manzo (kg),Scaduto,1.21,22.38
2024-03-05,MIL-05,FAR-01,Farina tipo 00 (kg),Errore Comanda,0.36,0.29
2024-03-05,MIL-06,SAL-01,Salame piccante (kg),Errore Comanda,1.02,18.36
2024-03-05,MIL-06,FUN-01,Funghi porcini (kg),Scaduto,1.34,37.52
2024-03-05,MIL-06,FAR-01,Farina tipo 00 (kg),Sovraproduzione,0.24,0.19
2024-03-05,MIL-07,SAL-01,Salame piccante (kg),Deteriorato,0.14,2.52
2024-03-05,MIL-07,FUN-01,Funghi porcini (kg),Sfrido,0.61,17.08
2024-03-05,MIL-08,CAR-01,Carne manzo (kg),Sfrido,0.25,4.63
2024-03-05,MIL-09,OLI-01,Olio EVO (lt),Errore Comanda,0.57,6.84
2024-03-05,MIL-09,PES-01,Pesce branzino (kg),Sovraproduzione,1.61,38.64
2024-03-05,MIL-09,PRO-01,Prosciutto crudo (kg),Sovraproduzione,1.59,34.98
2024-03-05,MIL-10,CAR-01,Carne manzo (kg),Scaduto,2.00,37.00
2024-03-06,MIL-01,PRO-01,Prosciutto crudo (kg),Deteriorato,0.96,21.12
2024-03-06,MIL-01,PES-01,Pesce branzino (kg),Errore Comanda,0.62,14.88
2024-03-06,MIL-01,FAR-01,Farina tipo 00 (kg),Deteriorato,0.99,0.79
2024-03-06,MIL-02,PRO-01,Prosciutto crudo (kg),Deteriorato,0.22,4.84
2024-03-06,MIL-02,OLI-01,Olio EVO (lt),Deteriorato,0.29,3.48
2024-03-06,MIL-03,PES-01,Pesce branzino (kg),Sfrido,1.61,38.64
2024-03-06,MIL-03,FUN-01,Funghi porcini (kg),Deteriorato,0.74,20.72
2024-03-06,MIL-03,MOZZ-01,Mozzarella (kg),Sovraproduzione,1.21,10.29
2024-03-06,MIL-03,MOZZ-01,Mozzarella (kg),Sfrido,1.12,9.52
2024-03-06,MIL-04,FUN-01,Funghi porcini (kg),Sfrido,1.10,30.80
2024-03-06,MIL-04,VER-01,Verdure miste (kg),Sfrido,0.67,2.35
2024-03-06,MIL-04,VER-01,Verdure miste (kg),Deteriorato,0.56,1.96
2024-03-06,MIL-05,PRO-01,Prosciutto crudo (kg),Sfrido,1.56,34.32
2024-03-06,MIL-06,SAL-01,Salame piccante (kg),Errore Comanda,0.90,16.20
2024-03-06,MIL-07,PES-01,Pesce branzino (kg),Deteriorato,0.15,3.60
2024-03-06,MIL-07,CAR-01,Carne manzo (kg),Deteriorato,1.13,20.90
2024-03-06,MIL-07,CAR-01,Carne manzo (kg),Sfrido,1.88,34.78
2024-03-06,MIL-08,MOZZ-01,Mozzarella (kg),Sovraproduzione,1.67,14.20
2024-03-06,MIL-08,MOZZ-01,Mozzarella (kg),Deteriorato,1.59,13.52
2024-03-06,MIL-09,SAL-01,Salame piccante (kg),Sfrido,1.44,25.92
2024-03-06,MIL-09,OLI-01,Olio EVO (lt),Scaduto,1.63,19.56
2024-03-06,MIL-10,VER-01,Verdure miste (kg),Errore Comanda,1.79,6.27
2024-03-06,MIL-10,VER-01,Verdure miste (kg),Errore Comanda,0.67,2.35
2024-03-06,MIL-10,CAR-01,Carne manzo (kg),Deteriorato,1.85,34.23
2024-03-07,MIL-01,CAR-01,Carne manzo (kg),Deteriorato,1.77,32.74
2024-03-07,MIL-01,OLI-01,Olio EVO (lt),Deteriorato,0.12,1.44
2024-03-07,MIL-02,PES-01,Pesce branzino (kg),Deteriorato,1.79,42.96
2024-03-07,MIL-03,FAR-01,Farina tipo 00 (kg),Deteriorato,2.10,1.68
2024-03-07,MIL-03,TOM-01,Pomodoro San Marzano (kg),Sovraproduzione,2.03,6.50
2024-03-07,MIL-03,CAR-01,Carne manzo (kg),Errore Comanda,1.62,29.97
2024-03-07,MIL-04,FAR-01,Farina tipo 00 (kg),Errore Comanda,1.90,1.52
2024-03-07,MIL-04,TOM-01,Pomodoro San Marzano (kg),Scaduto,1.36,4.35
2024-03-07,MIL-04,CAR-01,Carne manzo (kg),Scaduto,1.20,22.20
2024-03-07,MIL-05,MOZZ-01,Mozzarella (kg),Sovraproduzione,1.10,9.35
2024-03-07,MIL-05,PRO-01,Prosciutto crudo (kg),Scaduto,0.25,5.50
2024-03-07,MIL-05,OLI-01,Olio EVO (lt),Errore Comanda,1.42,17.04
2024-03-07,MIL-06,MOZZ-01,Mozzarella (kg),Scaduto,0.70,5.95
2024-03-07,MIL-06,CAR-01,Carne manzo (kg),Sfrido,0.37,6.84
2024-03-07,MIL-06,PES-01,Pesce branzino (kg),Errore Comanda,1.84,44.16
2024-03-07,MIL-06,PRO-01,Prosciutto crudo (kg),Errore Comanda,1.97,43.34
2024-03-07,MIL-07,SAL-01,Salame piccante (kg),Sovraproduzione,1.38,24.84
2024-03-07,MIL-07,CAR-01,Carne manzo (kg),Errore Comanda,0.89,16.46
2024-03-07,MIL-07,TOM-01,Pomodoro San Marzano (kg),Sovraproduzione,0.42,1.34
2024-03-07,MIL-07,FAR-01,Farina tipo 00 (kg),Deteriorato,1.55,1.24
2024-03-07,MIL-08,VER-01,Verdure miste (kg),Deteriorato,0.84,2.94
2024-03-07,MIL-08,FUN-01,Funghi porcini (kg),Deteriorato,0.79,22.12
2024-03-07,MIL-08,CAR-01,Carne manzo (kg),Scaduto,1.19,22.02
2024-03-07,MIL-08,MOZZ-01,Mozzarella (kg),Deteriorato,0.16,1.36
2024-03-07,MIL-09,VER-01,Verdure miste (kg),Sovraproduzione,0.46,1.61
2024-03-07,MIL-10,VER-01,Verdure miste (kg),Scaduto,1.43,5.00
2024-03-07,MIL-10,FAR-01,Farina tipo 00 (kg),Errore Comanda,1.59,1.27
2024-03-08,MIL-01,OLI-01,Olio EVO (lt),Deteriorato,1.79,21.48
2024-03-08,MIL-02,TOM-01,Pomodoro San Marzano (kg),Sovraproduzione,1.98,6.34
2024-03-08,MIL-03,CAR-01,Carne manzo (kg),Deteriorato,0.62,11.47
2024-03-08,MIL-03,OLI-01,Olio EVO (lt),Deteriorato,0.23,2.76
2024-03-08,MIL-03,OLI-01,Olio EVO (lt),Scaduto,1.88,22.56
2024-03-08,MIL-03,CAR-01,Carne manzo (kg),Errore Comanda,1.20,22.20
2024-03-08,MIL-04,OLI-01,Olio EVO (lt),Errore Comanda,1.58,18.96
2024-03-08,MIL-05,MOZZ-01,Mozzarella (kg),Sovraproduzione,0.58,4.93
2024-03-08,MIL-05,PES-01,Pesce branzino (kg),Sovraproduzione,0.54,12.96
2024-03-08,MIL-05,VER-01,Verdure miste (kg),Sovraproduzione,0.23,0.81
2024-03-08,MIL-06,PRO-01,Prosciutto crudo (kg),Errore Comanda,1.53,33.66
2024-03-08,MIL-06,TOM-01,Pomodoro San Marzano (kg),Sfrido,1.20,3.84
2024-03-08,MIL-06,CAR-01,Carne manzo (kg),Sfrido,1.52,28.12
2024-03-08,MIL-06,OLI-01,Olio EVO (lt),Scaduto,1.89,22.68
2024-03-08,MIL-07,MOZZ-01,Mozzarella (kg),Sfrido,2.07,17.59
2024-03-08,MIL-07,MOZZ-01,Mozzarella (kg),Deteriorato,0.98,8.33
2024-03-08,MIL-07,PES-01,Pesce branzino (kg),Sfrido,1.20,28.80
2024-03-08,MIL-07,FUN-01,Funghi porcini (kg),Deteriorato,1.24,34.72
2024-03-08,MIL-08,PRO-01,Prosciutto crudo (kg),Deteriorato,1.04,22.88
2024-03-08,MIL-09,FUN-01,Funghi porcini (kg),Deteriorato,0.70,19.60
2024-03-08,MIL-09,OLI-01,Olio EVO (lt),Sfrido,1.42,17.04
2024-03-08,MIL-10,OLI-01,Olio EVO (lt),Errore Comanda,0.73,8.76
2024-03-08,MIL-10,FAR-01,Farina tipo 00 (kg),Errore Comanda,1.96,1.57
2024-03-09,MIL-01,VER-01,Verdure miste (kg),Sfrido,1.93,6.75
2024-03-09,MIL-01,FAR-01,Farina tipo 00 (kg),Scaduto,1.91,1.53
2024-03-09,MIL-01,SAL-01,Salame piccante (kg),Deteriorato,0.34,6.12
2024-03-09,MIL-02,CAR-01,Carne manzo (kg),Sovraproduzione,0.66,12.21
2024-03-09,MIL-02,VER-01,Verdure miste (kg),Scaduto,0.57,1.99
2024-03-09,MIL-02,TOM-01,Pomodoro San Marzano (kg),Sovraproduzione,1.95,6.24
2024-03-09,MIL-02,MOZZ-01,Mozzarella (kg),Scaduto,0.24,2.04
2024-03-09,MIL-03,OLI-01,Olio EVO (lt),Deteriorato,2.09,25.08
2024-03-09,MIL-03,PRO-01,Prosciutto crudo (kg),Errore Comanda,1.76,38.72
2024-03-09,MIL-04,CAR-01,Carne manzo (kg),Deteriorato,1.64,30.34
2024-03-09,MIL-04,VER-01,Verdure miste (kg),Scaduto,0.70,2.45
2024-03-09,MIL-04,VER-01,Verdure miste (kg),Deteriorato,0.15,0.53
2024-03-09,MIL-04,PRO-01,Prosciutto crudo (kg),Sovraproduzione,1.22,26.84
2024-03-09,MIL-05,FAR-01,Farina tipo 00 (kg),Scaduto,1.68,1.34
2024-03-09,MIL-05,FUN-01,Funghi porcini (kg),Deteriorato,0.53,14.84
2024-03-09,MIL-05,FUN-01,Funghi porcini (kg),Sovraproduzione,1.38,38.64
2024-03-09,MIL-05,FAR-01,Farina tipo 00 (kg),Scaduto,0.83,0.66
2024-03-09,MIL-06,PES-01,Pesce branzino (kg),Sovraproduzione,1.01,24.24
2024-03-09,MIL-06,OLI-01,Olio EVO (lt),Scaduto,0.77,9.24
2024-03-09,MIL-06,PES-01,Pesce branzino (kg),Sovraproduzione,0.47,11.28
2024-03-09,MIL-07,TOM-01,Pomodoro San Marzano (kg),Sovraproduzione,1.84,5.89
2024-03-09,MIL-07,SAL-01,Salame piccante (kg),Deteriorato,1.05,18.90
2024-03-09,MIL-08,SAL-01,Salame piccante (kg),Scaduto,1.57,28.26
2024-03-09,MIL-08,PRO-01,Prosciutto crudo (kg),Scaduto,1.17,25.74
2024-03-09,MIL-08,FUN-01,Funghi porcini (kg),Sovraproduzione,1.26,35.28
2024-03-09,MIL-08,PRO-01,Prosciutto crudo (kg),Scaduto,1.92,42.24
2024-03-09,MIL-09,FUN-01,Funghi porcini (kg),Sfrido,1.40,39.20
2024-03-09,MIL-10,PRO-01,Prosciutto crudo (kg),Sovraproduzione,1.99,43.78
2024-03-10,MIL-01,SAL-01,Salame piccante (kg),Sfrido,1.78,32.04
2024-03-10,MIL-02,PES-01,Pesce branzino (kg),Sfrido,1.77,42.48
2024-03-10,MIL-02,SAL-01,Salame piccante (kg),Errore Comanda,1.22,21.96
2024-03-10,MIL-02,FAR-01,Farina tipo 00 (kg),Deteriorato,1.92,1.54
2024-03-10,MIL-02,MOZZ-01,Mozzarella (kg),Errore Comanda,1.09,9.27
2024-03-10,MIL-03,OLI-01,Olio EVO (lt),Sfrido,1.90,22.80
2024-03-10,MIL-03,CAR-01,Carne manzo (kg),Deteriorato,0.42,7.77
2024-03-10,MIL-04,SAL-01,Salame piccante (kg),Deteriorato,2.04,36.72
